2023,GALOPIN DES CHAMPS (FR),P. Townend,"W. P. Mullins, Ireland",BRAVEMANSGAME (FR),Harry Cobden,Paul Nicholls,CONFLATED (IRE),Sam Ewing,"Gordon Elliott, Ireland",1,gold cup
2006,FONDMORT (FR),Mick Fitzgerald,Nicky Henderson,LACDOUDAL (FR),Richard Johnson,Philip Hobbs,IMPEK (FR),A. P. McCoy,Henrietta C Knight,163,ryanair
2005,THISTHATANDTOTHER (IRE),R. Walsh,Paul Nicholls,FONDMORT (FR),Mick Fitzgerald,Nicky Henderson,RATHGAR BEAU (IRE),J. R. Barry,"E. Sheehy, Ireland",164,ryanair
2023,SIRE DU BERLAIS (FR),M. P. Walsh,"Gordon Elliott, Ireland",DASHEL DRASHER,Rex Dingle,Jeremy Scott,TEAHUPOO (FR),Davy Russell,"Gordon Elliott, Ireland",165,stayers hurdle
2022,FLOORING PORTER (IRE),D. E. Mullins,"Gavin Patrick Cromwell, Ireland",THYME HILL,Tom O'Brien,Philip Hobbs,PAISLEY PARK (IRE),Aidan Coleman,Emma Lavelle,166,stayers hurdle
2021,FLOORING PORTER (IRE),D. E. Mullins,"Gavin Patrick Cromwell, Ireland",SIRE DU BERLAIS (FR),M. P. Walsh,"Mrs Denise Foster, Ireland",PAISLEY PARK (IRE),Aidan Coleman,Emma Lavelle,167,stayers hurdle
2020,LISNAGAR OSCAR (IRE),Adam Wedge,Rebecca Curtis,RONALD PUMP,B. J. Cooper,"Matthew J. Smith, Ireland",BACARDYS (FR),Mr P. W. Mullins,"W. P. Mullins, Ireland",168,stayers hurdle
2019,PAISLEY PARK (IRE),Aidan Coleman,Emma Lavelle,SAM SPINNER,Joe Colliver,Jedd O'Keeffe,FAUGHEEN (IRE),R. Walsh,"W. P. Mullins, Ireland",169,stayers hurdle
2018,PENHILL,P. Townend,"W. P. Mullins, Ireland",SUPASUNDAE,Robbie Power,"Mrs J. Harrington, Ireland",WHOLESTONE (IRE),Aidan Coleman,Nigel Twiston-Davies,170,stayers hurdle
2017,NICHOLS CANYON,R. Walsh,"W. P. Mullins, Ireland",LIL ROCKERFELLER (USA),Trevor Whelan,Neil King,UNOWHATIMEANHARRY,Noel Fehily,Harry Fry,171,stayers hurdle
2016,THISTLECRACK,Tom Scudamore,Colin Tizzard,ALPHA DES OBEAUX (FR),B. J. Cooper,"M. F. Morris, Ireland",BOBS WORTH (IRE),David Bass,Nicky Henderson,172,stayers hurdle
2015,COLE HARDEN (IRE),Gavin Sheehan,Warren Greatrex,SAPHIR DU RHEU (FR),Sam Twiston-Davies,Paul Nicholls,ZARKANDAR (IRE),Noel Fehily,Paul Nicholls,173,stayers hurdle
2014,MORE OF THAT (IRE),Barry Geraghty,Jonjo O'Neill,ANNIE POWER (IRE),R. Walsh,"W. P. Mullins, Ireland",AT FISHERS CROSS (IRE),A. P. McCoy,Rebecca Curtis,174,stayers hurdle
2013,SOLWHIT (FR),Paul Carberry,"Charles Byrnes, Ireland",CELESTIAL HALO (IRE),Daryl Jacob,Paul Nicholls,SMAD PLACE (FR),Wayne Hutchinson,Alan King,175,stayers hurdle
2012,BIG BUCK'S (FR),R. Walsh,Paul Nicholls,VOLER LA VEDETTE (IRE),A. E. Lynch,"Colm A. Murphy, Ireland",SMAD PLACE (FR),Robert Thornton,Alan King,176,stayers hurdle
2011,BIG BUCK'S (FR),R. Walsh,Paul Nicholls,GRANDS CRUS (FR),Tom Scudamore,David Pipe,MOURAD (IRE),P. Townend,"W. P. Mullins, Ireland",177,stayers hurdle
2010,BIG BUCK'S (FR),R. Walsh,Paul Nicholls,TIME FOR RUPERT (IRE),William Kennedy,Paul Webber,POWERSTATION (IRE),Andrew J. McNamara,"Eamonn O'Connell, Ireland",178,stayers hurdle
2009,BIG BUCK'S (FR),R. Walsh,Paul Nicholls,PUNCHESTOWNS (FR),Barry Geraghty,Nicky Henderson,POWERSTATION (IRE),Andrew J. McNamara,"Eamonn O'Connell, Ireland",179,stayers hurdle
2008,INGLIS DREVER,Denis O'Regan,Howard Johnson,KASBAH BLISS (FR),Christophe Pieux,"Francois Doumen, France",KAZAL (FR),Barry Geraghty,"Eoin Griffin, Ireland",180,stayers hurdle
2007,INGLIS DREVER,Paddy Brennan,Howard Johnson,MIGHTY MAN (FR),Richard Johnson,Henry Daly,BLAZING BAILEY,Robert Thornton,Alan King,181,stayers hurdle
2006,MY WAY DE SOLZEN (FR),Robert Thornton,Alan King,GOLDEN CROSS (IRE),Johnny Murtagh,"M. Halford, Ireland",MIGHTY MAN (FR),Richard Johnson,Henry Daly,182,stayers hurdle
2005,INGLIS DREVER,Graham Lee,Howard Johnson,BARACOUDA (FR),A. P. McCoy,"Francois Doumen, France",RULE SUPREME (IRE),D. J. Casey,"W. P. Mullins, Ireland",183,stayers hurdle
2004,IRIS'S GIFT,Barry Geraghty,Jonjo O'Neill,BARACOUDA (FR),T. Doumen,"Francois Doumen, France",CRYSTAL D'AINAY (FR),Robert Thornton,Alan King,184,stayers hurdle
2003,BARACOUDA (FR),T. Doumen,"Francois Doumen, France",IRIS'S GIFT,Barry Geraghty,Jonjo O'Neill,LIMESTONE LAD (IRE),Paul Carberry,"James Bowe, Ireland",185,stayers hurdle
2002,BARACOUDA (FR),T. Doumen,"Francois Doumen, France",BANNOW BAY (IRE),C. F. Swan,"C. Roche, Ireland",IT TAKES TIME (IRE),A. P. McCoy,M. C. Pipe,186,stayers hurdle
2000,BACCHANAL (IRE),Mick Fitzgerald,Nicky Henderson,LIMESTONE LAD (IRE),S. M. McGovern,"James Bowe, Ireland",BEHRAJAN (IRE),Richard Johnson,Henry Daly,187,stayers hurdle
2023,LOSSIEMOUTH (FR),P. Townend,"W. P. Mullins, Ireland",GALA MARCEAU (FR),D. E. Mullins,"W. P. Mullins, Ireland",ZENTA (FR),M. P. Walsh,"W. P. Mullins, Ireland",188,triumph
2022,VAUBAN (FR),P. Townend,"W. P. Mullins, Ireland",FIL DOR (FR),Davy Russell,"Gordon Elliott, Ireland",PIED PIPER,J. W. Kennedy,"Gordon Elliott, Ireland",189,triumph
2021,QUILIXIOS,Rachael Blackmore,"Henry de Bromhead, Ireland",ADAGIO (GER),Tom Scudamore,David Pipe,HAUT EN COULEURS (FR),P. Townend,"W. P. Mullins, Ireland",190,triumph
2020,BURNING VICTORY (FR),P. Townend,"W. P. Mullins, Ireland",ASPIRE TOWER (IRE),Rachael Blackmore,"Henry de Bromhead, Ireland",ALLMANKIND,Harry Skelton,Dan Skelton,191,triumph
2019,PENTLAND HILLS (IRE),Nico de Boinville,Nicky Henderson,COEUR SUBLIME (IRE),Davy Russell,"Gordon Elliott, Ireland",GARDENS OF BABYLON (IRE),Barry Geraghty,"Joseph Patrick O Brien, Ireland",192,triumph
2018,FARCLAS (FR),J. W. Kennedy,"Gordon Elliott, Ireland",MR ADJUDICATOR,P. Townend,"W. P. Mullins, Ireland",SAYO,D. E. Mullins,"W. P. Mullins, Ireland",193,triumph
2017,DEFI DU SEUIL (FR),Richard Johnson,Philip Hobbs,MEGA FORTUNE (FR),Davy Russell,"Gordon Elliott, Ireland",BAPAUME (FR),R. Walsh,"W. P. Mullins, Ireland",194,triumph
2016,IVANOVICH GORBATOV (IRE),Barry Geraghty,"Aidan O Brien, Ireland",APPLES JADE (FR),B. J. Cooper,"W. P. Mullins, Ireland",FOOTPAD (FR),R. Walsh,"W. P. Mullins, Ireland",195,triumph
2015,PEACE AND CO (FR),Barry Geraghty,Nicky Henderson,TOP NOTCH (FR),Daryl Jacob,Nicky Henderson,HARGAM (FR),A. P. McCoy,Nicky Henderson,196,triumph
2014,TIGER ROLL (IRE),Davy Russell,"Gordon Elliott, Ireland",KENTUCKY HYDEN (IRE),David Bass,Nicky Henderson,GUITAR PETE (IRE),Paul Carberry,"D. T. Hughes, Ireland",197,triumph
2013,OUR CONOR (IRE),B. J. Cooper,"D. T. Hughes, Ireland",FAR WEST (FR),R. Walsh,Paul Nicholls,SAMETEGAL (FR),Ryan Mahon,Paul Nicholls,198,triumph
2012,COUNTRYWIDE FLAME,Dougie Costello,John Quinn,HISAABAAT (IRE),A. E. Lynch,"D. K. Weld, Ireland",GRUMETI,Robert Thornton,Alan King,199,triumph
2011,ZARKANDAR (IRE),Daryl Jacob,Paul Nicholls,UNACCOMPANIED (IRE),P. Townend,"D. K. Weld, Ireland",GRANDOUET (FR),Barry Geraghty,Nicky Henderson,200,triumph
2010,SOLDATINO (FR),Barry Geraghty,Nicky Henderson,BARIZAN (IRE),Tom O Brien,Evan Williams,ALAIVAN (IRE),Andrew J. McNamara,"E. J. O Grady, Ireland",201,triumph
2009,ZAYNAR (FR),Barry Geraghty,Nicky Henderson,WALKON (FR),Robert Thornton,Alan King,MOURAD (IRE),R. Walsh,"W. P. Mullins, Ireland",202,triumph
2008,CELESTIAL HALO (IRE),R. Walsh,Paul Nicholls,FRANCHOEK (IRE),A. P. McCoy,Alan King,WON IN THE DARK (IRE),Andrew J. McNamara,"Sabrina J. Harty, Ireland",203,triumph
2007,KATCHIT (IRE),Robert Thornton,Alan King,LIBERATE,Richard Johnson,Philip Hobbs,MOBAASHER (USA),Noel Fehily,Charlie Mann,204,triumph
2006,DETROIT CITY (USA),Richard Johnson,Philip Hobbs,FAIR ALONG (GER),Paddy Brennan,Philip Hobbs,BLAZING BAILEY,Robert Thornton,Alan King,205,triumph
2005,PENZANCE,Robert Thornton,Alan King,FAASEL (IRE),Tony Dobbin,Nicky Richards,AKILAK (IRE),Graham Lee,Howard Johnson,206,triumph
2004,MADE IN JAPAN (JPN),Richard Johnson,Philip Hobbs,CHIEF YEOMAN,Tony Dobbin,Venetia Williams,TOP STRATEGY (IRE),R. Walsh,"T. M. Walsh, Ireland",207,triumph
2003,SPECTROSCOPE (IRE),Barry Geraghty,Jonjo O Neill,WELL CHIEF (GER),A. P. McCoy,M. C. Pipe,GOLDEN CROSS (IRE),C. F. Swan,"M. Halford, Ireland",208,triumph
2002,SCOLARDY (IRE),C. F. Swan,"W. P. Mullins, Ireland",NEWHALL (IRE),F. J. Flood,"F. Flood, Ireland",DIAMOND JOSHUA (IRE),Jim Culloty,John Berry,209,triumph
2023,IROKO (FR),A. P. Kelly,Oliver Greenall & Josh Guerriero,NO ORDINARY JOE (IRE),Luca Morgan,Nicky Henderson,BUDDY ONE (IRE),Jack G. Gilligan,"Paul John Gilligan, Ireland",210,martin pipe
2022,BANBRIDGE (IRE),M. M. McDonagh,"Joseph Patrick O'Brien, Ireland",COBBLERS DREAM (IRE),Mr Jack Andrews,Ben Case,HOLLOW GAMES (IRE),Jordan Colin Gainford,"Gordon Elliott, Ireland",211,martin pipe
2021,GALOPIN DES CHAMPS (FR),S. F. O'Keeffe,"W. P. Mullins, Ireland",LANGER DAN (IRE),Lorcan Williams,Dan Skelton,FLOUEUR (FR),Paul O'Brien,"Joseph Patrick O'Brien, Ireland",212,martin pipe
2020,INDEFATIGABLE (IRE),Rex Dingle,Paul Webber,PILEON (IRE),Ben Jones,Philip Hobbs,GREAT WHITE SHARK (FR),D. J. McInerney,"W. P. Mullins, Ireland",213,martin pipe
2019,EARLY DOORS (FR),Jonjo O'Neill Jr.,"Joseph Patrick O'Brien, Ireland",DALLAS DES PICTONS (FR),Donagh Meyler,"Gordon Elliott, Ireland",DEFI BLEU (FR),C. Brassil,"Gordon Elliott, Ireland",214,martin pipe
2018,BLOW BY BLOW (IRE),Donagh Meyler,"Gordon Elliott, Ireland",DISCORAMA (FR),Dylan Robinson,"Paul Nolan, Ireland",EARLY DOORS (FR),J. J. Slevin,"Joseph Patrick O'Brien, Ireland",215,martin pipe
2017,CHAMPAGNE CLASSIC (IRE),J. J. Slevin,"Gordon Elliott, Ireland",VERNI (FR),Tom Cheesman,Philip Hobbs,RUNFORDAVE (IRE),Donagh Meyler,"Gordon Elliott, Ireland",216,martin pipe
2016,IBIS DU RHEU (FR),Jack Sherwood,Paul Nicholls,FLYING ANGEL (IRE),Ryan Hatch,Nigel Twiston-Davies,SKY KHAN,Derek Fox,Lucinda Russell,217,martin pipe
2015,KILLULTAGH VIC (IRE),L. P. Dempsey,"W. P. Mullins, Ireland",NOBLE ENDEAVOR (IRE),K. C. Sexton,"Gordon Elliott, Ireland",ROI DES FRANCS (FR),D. J. Mullins,"W. P. Mullins, Ireland",218,martin pipe
2014,DON POLI (IRE),M. P. Fogarty,"W. P. Mullins, Ireland",THOMAS CRAPPER,Joseph Palmowski,Robin Dickin,CAID DU BERLAIS (FR),Harry Derham,Paul Nicholls,219,martin pipe
2013,SALUBRIOUS (IRE),Harry Derham,Paul Nicholls,NAGPUR (FR),Tom Cannon,Venetia Williams,DOUBLE ROSS (IRE),Adam Wedge,Nigel Twiston-Davies,220,martin pipe
2012,ATTAGLANCE,Harry Haynes,Malcolm Jefferson,TONER D'OUDAIRIES (FR),Keith Donoghue,"Gordon Elliott, Ireland",OSCAR NOMINEE (IRE),David Bass,Nicky Henderson,221,martin pipe
2011,SIR DES CHAMPS (FR),Emmet Mullins,"W. P. Mullins, Ireland",SON OF FLICKA,Henry Brooke,Donald McCain,FIRST POINT (GER),David Bass,Nicky Henderson,222,martin pipe
2010,PAUSE AND CLAUSE (IRE),Johnny Farrelly,Emma Lavelle,RADIUM (FR),Harry Skelton,Nicky Henderson,CLOVA ISLAND,Giles Hawkins,Philip Hobbs,223,martin pipe
2009,ANDYTOWN (IRE),Felix de Giles,Nicky Henderson,MIDNIGHT CHASE,Matt O'Connor,Neil Mulholland,BIG EARED FRAN (IRE),Johnny Farrelly,David Pipe,224,martin pipe
2023,CONSTITUTION HILL,Nico de Boinville,Nicky Henderson,STATE MAN (FR),P. Townend,"W. P. Mullins, Ireland",ZANAHIYR (IRE),Davy Russell,"Gordon Elliott, Ireland",225,champion_hurdle
2022,HONEYSUCKLE,Rachael Blackmore,"Henry de Bromhead, Ireland",EPATANTE (FR),Aidan Coleman,Nicky Henderson,SAINT ROI (FR),M. P. Walsh,"W. P. Mullins, Ireland",226,champion_hurdle
2021,HONEYSUCKLE,Rachael Blackmore,"Henry de Bromhead, Ireland",SHARJAH (FR),P. Townend,"W. P. Mullins, Ireland",EPATANTE (FR),Aidan Coleman,Nicky Henderson,227,champion_hurdle
2020,EPATANTE (FR),Barry Geraghty,Nicky Henderson,SHARJAH (FR),Mr P. W. Mullins,"W. P. Mullins, Ireland",DARVER STAR (IRE),Jonathan Moore,"Gavin Patrick Cromwell, Ireland",228,champion_hurdle
2019,ESPOIR D ALLEN (FR),M. P. Walsh,"Gavin Patrick Cromwell, Ireland",MELON,P. Townend,"W. P. Mullins, Ireland",SILVER STREAK (IRE),Adam Wedge,Evan Williams,229,champion_hurdle
2018,BUVEUR D AIR (FR),Barry Geraghty,Nicky Henderson,MELON,P. Townend,"W. P. Mullins, Ireland",MICK JAZZ (FR),Davy Russell,"Gordon Elliott, Ireland",230,champion_hurdle
2017,BUVEUR D AIR (FR),Noel Fehily,Nicky Henderson,MY TENT OR YOURS (IRE),Aidan Coleman,Nicky Henderson,PETIT MOUCHOIR (FR),B. J. Cooper,"Henry de Bromhead, Ireland",231,champion_hurdle
2016,ANNIE POWER (IRE),R. Walsh,"W. P. Mullins, Ireland",MY TENT OR YOURS (IRE),Barry Geraghty,Nicky Henderson,NICHOLS CANYON,P. Townend,"W. P. Mullins, Ireland",232,champion_hurdle
2015,FAUGHEEN (IRE),R. Walsh,"W. P. Mullins, Ireland",ARCTIC FIRE (GER),D. E. Mullins,"W. P. Mullins, Ireland",HURRICANE FLY (IRE),P. Townend,"W. P. Mullins, Ireland",233,champion_hurdle
2014,JEZKI (IRE),Barry Geraghty,"Mrs J. Harrington, Ireland",MY TENT OR YOURS (IRE),A. P. McCoy,Nicky Henderson,THE NEW ONE (IRE),Sam Twiston-Davies,Nigel Twiston-Davies,234,champion_hurdle
2013,HURRICANE FLY (IRE),R. Walsh,"W. P. Mullins, Ireland",ROCK ON RUBY (IRE),Noel Fehily,Harry Fry,COUNTRYWIDE FLAME,Denis O Regan,John Quinn,235,champion_hurdle
2012,ROCK ON RUBY (IRE),Noel Fehily,Paul Nicholls,OVERTURN (IRE),Jason Maguire,Donald McCain,HURRICANE FLY (IRE),R. Walsh,"W. P. Mullins, Ireland",236,champion_hurdle
2011,HURRICANE FLY (IRE),R. Walsh,"W. P. Mullins, Ireland",PEDDLERS CROSS (IRE),Jason Maguire,Donald McCain,OSCAR WHISKY (IRE),Barry Geraghty,Nicky Henderson,237,champion_hurdle
2010,BINOCULAR (FR),A. P. McCoy,Nicky Henderson,KHYBER KIM,Paddy Brennan,Nigel Twiston-Davies,ZAYNAR (FR),Andrew Tinkler,Nicky Henderson,238,champion_hurdle
2009,PUNJABI,Barry Geraghty,Nicky Henderson,CELESTIAL HALO (IRE),R. Walsh,Paul Nicholls,BINOCULAR (FR),A. P. McCoy,Nicky Henderson,239,champion_hurdle
2008,KATCHIT (IRE),Robert Thornton,Alan King,OSANA (FR),Tom Scudamore,David Pipe,PUNJABI,Barry Geraghty,Nicky Henderson,240,champion_hurdle
2007,SUBLIMITY (FR),Philip A. Carberry,"John G. Carr, Ireland",BRAVE INCA (IRE),R. Walsh,"Colm A. Murphy, Ireland",AFSOUN (FR),Mick Fitzgerald,Nicky Henderson,241,champion_hurdle
2006,BRAVE INCA (IRE),A. P. McCoy,"Colm A. Murphy, Ireland",MACS JOY (IRE),Barry Geraghty,"Mrs J. Harrington, Ireland",HARDY EUSTACE (IRE),Conor O Dwyer,"D. T. Hughes, Ireland",242,champion_hurdle
2005,HARDY EUSTACE (IRE),Conor O Dwyer,"D. T. Hughes, Ireland",HARCHIBALD (FR),Paul Carberry,"Noel Meade, Ireland",BRAVE INCA (IRE),B. M. Cash,"Colm A. Murphy, Ireland",243,champion_hurdle
2004,HARDY EUSTACE (IRE),Conor O Dwyer,"D. T. Hughes, Ireland",ROOSTER BOOSTER,Richard Johnson,Philip Hobbs,INTERSKY FALCON,L. Cooper,Jonjo O Neill,244,champion_hurdle
2003,ROOSTER BOOSTER,Richard Johnson,Philip Hobbs,WESTENDER (FR),Rodi Greene,M. C. Pipe,RHINESTONE COWBOY (IRE),Norman Williamson,Jonjo O Neill,245,champion_hurdle
2002,HORS LA LOI III (FR),D. Gallagher,James Fanshawe,MARBLE ARCH,R. Walsh,Hughie Morrison,BILBOA (FR),T. Doumen,"Francois Doumen, France",246,champion_hurdle
